xp boots in under 30 seconds , and it  never  slows down while in use  .
so if you're looking for a windows 2000 that's a good %300 faster , switch to xp .
this is by far the best advance in os's since win95  .
if you run a home business , or bring home work to do on the family computer , then this is the operating system you've been dreaming of  .
leave your work , or take a break from it and the whole family can log    on and do whatever  .
when you come back , log on back on to your profile and everything is just as you left it  .
this os is also very easy to install  .
i transferred over 40 different programs from my winme / win 200o dual boot system and only one program did not run is norton's av  .
everything else loaded with ease  .
with my system booting up in less that 45 seconds needless to say i'm very pleasantly suprised  .
the activation is a very simple process , the computer did everything for me , all i had to do is hit the next button  .
for those not willing or wanting to activate their copy , then i'm sure microsoft just accomplished what they intended to do , drive away the bootleggers  .
great os  .
i love it  .
there seem to be plenty of folks rating xp that are unable to be objective  .
this is a good product  .
the more i use xp , the more i like xp  .
i fail to see how microsoft controls my computer as is suggested by some reviewers  .
perhaps they do not have not spent enough time working with xp and were spewing premature opinions  .
overall xp is an excellent improvement over past operating systems  .
it has the stability of windows 2000 , but is designed for the consumer  .
i found the gui to be intuitive and help to be very easy to use  .
xp is worth the expense  .
i am upgrading two desktops and one laptop to xp .
xp is stable and reliable to a point  .
some drivers not built for xp may cause problems but the prodct works so well and gives you a choice of options incase it should crash .
i thought it is going to wreak havoc on my '99 gateway win98 , but it is pleasant and not too much fixing to do after the install  .
i have many programs and the old version of ms works which i do not use , (office pro is better) , needs to reinstall  .
and a couple of other minor fixes and i is in business  .
runs nicely  .
i am a happy man  .
fundamentals are easy to grasp for the beginner , you can start working with xp almost straight    away , whereas you needed a college    degree in computing with 95 and 98 .
being a pc technician with approximately 20 years experience under my belt , i'll have to say i like winxp overall  .
it is easier to install and it actually detects and installs hardware much better than win98 or previous versions ever did  .
(even win2k) i like the overall look and feel and it is feature    packed for novices as well as advanced users  .
pros   ease of install use look feel network setup is easy and painless in most configs cons   no driver support for my videohighwayextreme tv/video capture card  .
(although the same problem with win2k as well) i'd give it a 4 out of 5 stars .
i upgraded from winme on my dell 1  .
7mhz p    4 , 768 rambus ram , etc (plenty of power , new 5/1/02)  .
wait until you try this magic act  .
the upgrade interface is terrible  .
not like going from 95 to 98se or me  .
many drivers , less than a year old were not compatible /w xp  .
hardware was not either , though you get warnings only like   'might' not be compatible , would you like to continue  .
loss of data may result , etc  .
try to get the dell people to help  .
nope , you have to deal w/ microsoft on your own  .
the problem is   microsoft , is jammed with support issues  .
then , they tried to just refer me to general website articles , where you spend hours trying to figure out a solution that a human , if you could get one on the line , or live helpline could maybe do easier  .
when i tried to get to the live microsoft helpline , , they wanted me to sign up for an additional 'fee' , for such help  .
so unless you hang on the phoneline for an unknown amount of time to talk to someone , they want you to pay more $$ to get simple help  .
the best help from microsoft that i got , is the advice to return the xp upgrade for a refund  .
welcome back me , unstable as it is , it is better than the xp upgrade  .
warning   you are on your own with your xp upgrade  .
and  be sure you are a driver upgrade expert  .
the user switching feature makes it a must for families sharing one computer  .
the remote assistance feature allows it friendy people to support users remotely .
seems microsofts user interface is becoming more and more like mac's  .
ie the little rubber ducky  .
however it seems more stable and a little quicker although i dont appriciate all the resources it uses  .
all in all i am glad i upgraded .
being primarily a unix and linux user  .
xp home edition came with a new system i bought  .
at home i is still running win95 dual booted with freebsd 4  .
4 , windows is just used for gaming and some word processing , etc  .
i have work with win98 , nt , sbs and 2k pro at work over the years so i have worked with most windows os's  .
after working with xp for about a month (waiting for more hardware in the mail) i find the os to be very stable like win2000 , more user friendly and appearing to be smarter i'm impressed  .
i have installed years of games and games demos and they have all worked  .
quake3 , unreal tournament , alice , giants , need for speed 3 (98) , quake 2    gave errors on install like your cd drive is only 2x speed although ran perfect  .
let's see wsbk 2000 installed fine although error out on start up , i enabled compatibility mode for win98 to the exe and it worked fine after  .
let's see what else  .
trouble installing scanner hp 5300c , xp crashed on start up  .
hp had released a patch i installed it and it's been working great  .
for anyone who is trying to decide if they should upgrade to xp , etc  .
i would  .
there are a lot of great features , etc  .
xp has over 98 and me  .
do not take the negative opinions from the broken back me users  .
me is one pos os if i may say so .
best version of windows yet  .
funny how all the negative reviewers xp mention os x  .
co    incidence  .
i'm sick and tired of mac fans crowing on about how ms ripped off osx , when os x features   'the dock'  windows taskbar  .
web based folder views    windows had that years ago  .
three button window controls  .
its hardly one way traffic  .
in fact i would say osx has become more like a windows machine than xp a mac .
buy this os if you have anything less then windows 2000 no if's and's or but's just buy it  .
will it fix all your problems  .
most deffinatly yes  .
to everybody still goin crazy with pc's fix the problem , get a mac , u will never be unhappy again  .
no java support  .
no mp3 support  .
registration/activation is a major pain and invasion of privacy  .
limited # of installs  .
looks hoaky too  .
had to uninstall all software then reinstall and a lot still does not work .
is incredible the way microsoft control the os  .
is even ridiculous , if my hard drive crashes i need to call microsoft  .
no , no , no , no it wont work  .
microsoft need to change that policy or die .
despite what many people may think , windows xp is truly better than a lot of other operating systems  .
sure it doesnt have many new features , but it does have that one feature it's called stability  .
xp has the best stability seen in an os (besides for win2k)  .
so many people complain about this operating system , well then i have three words for you don't use it  .
throughout reviews i've read i have noted some of the major complaints about the os and i would like to respond to them  .
ok hardware and software compatibility ; for the most part i have had no problem with these ; besides most software and hardware has the drivers released for xp if they don't be patient they will the os is not even a week old yet  .
product activation people complain about this ; i have heard some stupid complaints concerning this  .
oh it's such a long and tiring process yeah right , right after i installed it i had the option to activate online it took less than one minute  .
i mean come one why complain about that big deal you have to register with them ; then you should not have bought the os you knew about it  .
now the real major issue i've seen microsoft controlling your computer that is the stupidest thing i've heard , does microsoft actually turn your computer on in the middle of the night no , some people need to grow up and live the fact that the os is designed to make life easier for the user  .
some things may annoy you about the os if they do then once again don't get the operating system  .
did you ever read the eula  .
it has stated since the beginning that the os is not supposed to be distributed on more than one computer so stop whining about that  .
it's been there now microsoft has a way to enforce it now  .
has microsoft copied off apple  .
not really in my opinion  .
wow they have the same features it's called competition it's how you make money  .
so as you can see many people complain about many things in my opinion this is well worth an upgrade if you have me or 98 because it is way more stable if you have win2k that's your call , you may actually like win2k better , but i do not  .
i think this os is well worth the money and i'm very happy with this os  .
i upgraded from win me with no problems installation took about 60 minutes ; runs great on a 600mhz machine with 256 megs of ram .
while allot of the new features are nice  .
i have still managed to crash my system 3 times today doing the most mundane tasks  .
wait for the 1st service pack if you can .
like many people , i have several computers networked at home  .
i cannot affort to pay for several copies of xp  .
i'll stick with win    me , no complaints there .
i will not buy it  .
i will find another operating system  .
i will not but 3 copies for my two laptops and one desktop at home  .
i have read many complaints about microsofts latest operating system , most of which i think are unfounded  .
one the gui    personally i like it , the new interface is very nice  .
but if you don't like it you can put it back to the way win 98 looks like  .
two    driver updates this is a bit annoying , sometimes you must hunt down your drivers  .
however most companies posted the latest xp drivers on their websites , now how hard can that be  .
furthermore , the driver updates are for your benefit    they add to the stability of the system  .
three    stability  .
back up ur files , find those old software cds and do a clean install , trust me , the system will be much better  .
xp has a different architecture than me , 98 , 95 , it is built on nt/2000 technology , much better , much more stable  .
four    new features xp recoginized all of my hardware except 1 , xp has its own cd    burning utility for quick burns , xp has user accounts for multiple users (great for families) , networking support is great , i set up my network in 10 minutes with xp  .
remote support is also a great feature , especially if you have broadband  .
i have helped many a friend with computer probs through it  .
five    min system requirements i have a 366mhz celeron processor with 128mbs ram on a 4 year old gateway  .
xp has made my dinosaur of a computer run much faster , and it has not crashed in months  .
(if your wondering i did not actually buy windows xp , thank u kazaa) all in all if done right windows xp is a great upgrade , especially from win me , that horrible excuse for an os .
first of all i work in the mis department of a pretty big company (you would know it if i told you the name) where we use windows 2000  .
up until recently i've been using windows me at home , mostly becuase i didn't want to pay for 2000  .
i like a lot of the features of 2000 , and while me worked just fine on my p4 1  .
8ghz pc with 512mb of ram , i wanted more of the security and multiple user options that are found in xp  .
i tried windows xp home , and it's not bad  .
sure it doesn't have all the features of xp pro , but i didn't want to shell out the extra bucks for the pro version  .
i like the way it keeps great logs of any program errors , and the task manager and the login and logoff settings  .
i think this is best for the regular home user  .
it's even better if your computer is shared between family members  .
multiple user settings , the ability to have users without giving them administrator priveleges is great  .
the bottomline , worth the upgrade from windows 95 , 98 , or me , if your computer can handle it  .
if you can afford it and know a little more about computers then the average joe , go for the pro version  .
do not pirate your copy cuz if microsoft finds more people trying to register the product number you paid for , then your gonna be out of luck when they deactivate your registration .
some of my programs that are only 1 year old wo not work  .
i cannot get it to boot fast and shut down takes forever  .
try getting help from dell  .
i have called repeatedly and all i get is why do you want to do that  .
i cannot find out what to do so it will run faster  .
it's a new 8200 pent4 with 518 rd ram  .
it's really slow and dell people say it's normal because xp is such a big program  .
i have another dell 350 pent 2/384 ram , that's about 4 years old and it's almost as fast as the wonderful xp  .
the only help i really got with anything is from a guy at lexmark  .
go figure  .
i upgraded from me on a p3 with 758 megs ram , two 8    gig hdds  .
xp wanted a 1  .
2 gig swap file ; i use the machine for photoshop , which eats swap space in a hurry  .
photoshop would hang when working with large files (same files , same situations on me did not) and i would lose any unsaved work  .
switching pshop and xp's swap files between the drives the didn't help  .
the worst part is the xp drivers for my printers and scanners didn't allow full dpi printing  .
on the epson 1280 you can only go 1440 (yeah , i know , that's all you need blah    blah , no it is not) and the win2k drivers from epson did not always work with the 1280 or the 1200  .
if you're into serious photoshopping get a mac  .
i got my first one two weeks ago  .
g4 dual and it blows the xp config away  .
but , like i said , xp for office apps and home networking , gaming , ripping , is fine  .
serious design , nope .
i upgraded to windows xp when i got my new pc and everything went smoothly  .
except then i wanted to play some games and use my voodoo2 and guess what  .
the windows 2000 base does not support the voodoo 2 or games like grand theft auto 2 or the sims livin large .
my system   home built ; asus a7a266a motherboard , athlon t    bird 1  .
4ghz , radeon ve 32mb , 128mb ddr memory , creative 4224e cd    rw , nec 16x dvd  .
first of all , let me say this   xp is a lot better than windows 98se trying to run on my new system  .
i had all sorts of problems with 98 on my system  .
xp seems to have taken care of all of it  .
i've never used windows nt or 2000 so i have no idea of the advances compared there  .
so far i see that it is not very different from windows 98 in it's exterior  .
people say it's windows 2000 on the interior  .
a few cool new features caught my eye coming from 98  .
it's stable as a rock , unless you install something it doesn't like  .
then it's blue screen hell whenever you start your computer up  .
it's only happened to me once though and i had to reinstall the os  .
no biggy  .
i'm only testing it out now before i get serious with it  .
so i'm still doing work on my trusty old power macintosh 6100/66/g3240mhz with mac os 9  .
what i'd like to see is support for my creative 4224e cd    rw drive  .
it's seen as a regular cd    rom  .
i've tried contacting creative and microsoft about it , but they haven't responded on that subject  .
i hope an update comes out that fixes that  .
ladies and gentlemen , if you're using windows 98se on a really new computer then you'd probably do better upgrading to xp  .
if you're using windows 2000 , then do not bother and stick with 2000  .
compatability is good with software i have  .
tony hawk pro skater 2 can only work on xp with windows 98/me compatability mode on  .
but that's ok  .
it's like setting the prefered size in the memory panel in a get info window in mac os  .
if your software is acting wonky , then see if compatability mode can help  .
it's located in the properties window of the app under the compatability tab  .
this can be reached through the app's (executable's) shortcut too  .
support is lacking in some of the key areas i talked about  .
stability is only an issue that one time and sometimes with windows media player when playing some dvds  .
features tend to be par for the course with windows 98se , but they're helpful and some additions are welcome (like filmstrip viewing of directories (folders))  .
quality is your windows average with some ease of use features added mac    style .
pros   far more stable very user    friendly  .
perhaps    too much so  .
the interface is very customizable  .
some very useful newly integrated features , eliminating some of the need to have many small programs installed  .
cons   too many helpful warnings and support options popping up still needs patches as often as older operating systems    one patch is available upon the day of release  .
some advanced features become buried by the new idiot    proof interface i found it a pain in the neck when networking became involved  .
overall i like it , but an upgrade does not seem worthwhile if your computer is not a late model .
i have had xp for 3 days now and so far i like it  .
even though you do have to get xp drivers for every device .
unlike matthew , i have had some problems with xp  .
first off i could not overclock my hardware , this is what causes stability to go  .
then i had to fight xp to use the nvidia drivers  .
and to top it off the luna got deleted  .
the new features are great they help alot  .
i say update if you only need too  .
windows xp is ok but it could be alot better .
after years of enduring the win9x line , this is the best bill co could come up with  .
thank god its stable , but so is my 2000 machine at work  .
now i feel that microsoft is forcing me to go their way more than ever .
ms is so un    original  .
using windows based machines over the years has me really sick and tired of these half    a$$ed copys of other os's (not going to name names but it starts with mac)  .
the only thing windows has going for it is low cost computers for drones like me  .
but if you want class and bmw like experience go apple  .
we have both os's running at home and now i tend to preffer apple although i rely on my pc for work .
after using it for a good half hour at my local computer store , i found out that xp is not all that it's cracked up to be  .
to start off with , it's extremely slow  .
this is on a brand new pentium iv computer  .
window resizing is jerky (even on classic ui mode) , and dragging windows is laggy  .
the ui is terrible  .
all the colours clash , and it is very distracting  .
everything on the os is ms this , ms that  .
net at least doesn't take over your computer as much as you may expect , and windows messenger is quite good  .
if your on windows 9  .
x , i suggest you upgrade  .
the stability enhancements itself is worth the upgrade , but you'll probably need new hardware , this os is so demanding  .
win2k users , do not bother  .
nothing new  .
overall , on the 'other side' mac os x is really starting to look good  .
it's ui is incredible and performance/stability wise excellent  .
third party support is quite good , as new commercial apps are getting released everyday (and office is due later this month)  .
if you're doing any serious work , and you feel that not upgrading to xp will leave you behind , switch to x .
i have been running xp since rc1 and love it  .
have almost all of my apps/hardware with the exception of pinnacle systems dv500+ (due to lack of drivers from pinnacle) working with no problems  .
btw using winxp professional  .
this is the best os from microsoft ever very cool , fast for my athlon 1  .
4 gig however , comparing head to head with my ibook running mac osx  .
1 , i would prefer osx  .
1 to be my daily os but if you are a pc only user , i would strongly suggest you to upgrade  .
it's worth it  .
(or try out the osx  .
1 for mac , you wo not be disappointed)  .
the only reason for the activation , and one computer for one disc , i can think of is microsoft's vendetta against the anti    trust suit  .
its always nice to know that we the consumers are caught up in it  .
personally i think it will be microsoft that pays in the end , this just gives more fuel to the fire , this case the fire being the anti    trust law suit .
microsoft has always included many great features with their new os  .
but their are always a coupple of kinks still to be worked out .
wow i just compared osx 10  .
1 to xp and as shooked i is xp is cheapper 97 to 105 compared to 120 to 125  .
you to can do this if you dont belive me  .
and those who say heftly requariments there the same as os x  .
what are you talking about  .
5gb same as os x  .
128mb of ram sam as osx  .
actualy you can get by witn 64 or even less then 300 mghz with newer system  .
and what computer now doesnt have more then 300mghz for god shake give me a break the oldest comptuer in my house has 600mghz  .
basicly people have been saying negtive reviews about windowes not on facts just pure resentment of upgradeing  .
which i think everyone will  .
dont get me wrong i hate microsoft and rather use a mac os  .
but my sony vaio doesnt have that and xp looks pretty cool to me  .
so the bodem line is the choice is yours they got the same review score and they both have many of the same features , plus hey its microsoft not always the best os but this time it is as cnet said a worth whille upgrde .
new dell inspiron w/me in oct , with free xp upgrade  .
bad move to upgrade  .
three of my most used programs , cd creator ( 5) and camedia 2  .
0 (olympus digital camera) required upgrades ($70 and $40) because previous versions were not supported by the manufacturers for xp  .
the dod version of norton av does not work either  .
had to buy new (although dell did include nav 2002)  .
several other programs were basically sol , though  .
and after a week on non use , it hung on every program i tried to run  .
i flushed it , did the zz top restore , and am sticking with me .
some softwares may not run right on xp , but also some hardwares  .
the best windows for home use i used is windows me so if you have windows me , i recommend you stick with it  .
o yeah i think xp gui looks like something for 5 year olds .
looking for drivers for scanner    webcam    digicam    printer  .
not all were found and norton 2000 is also not supported  .
i'm sure more suprises are in store for me  .
i wish i had known  .
it came on an emachine (ok)w/almost no extra software from compusa  .
to top it all off it had no pre installed anti virus protection  .
i'm going to partition and go back to w/98 .
when i bought my new pc  .
it came with windows xp in it  .
i is like i hear this os sucked blah blah blah  .
i get the pc and stuff outta the box  .
hooked up  .
and im like ya i can deal witht his  .
after awhile the gui is getting annoying  .
but theres a couple things in this os i really like  .
